"","growth"
"X1201715438",0.842153496369828
"X1201715440",0.14762883422867
"X1201715441",0.128525533978165
"X1201715442",0.123524356867978
"X1201715443",0.824211862424357
"X1201715444",0.119874111488008
"X1201715446",0.127366780397526
"X1201715448",0.1288204174749
"X1201715449",0.816804285311117
"X1201715450",0.860959409308772
"X1201715451",0.130374718685175
"X1201715453",0.128107956917344
"X1201715454",0.1221180709041
"X1201715455",0.143028526690514
"X1201715456",0.838736594933546
"X1201715457",0.125650552406169
"X1201715459",0.126202423435809
"X1201715461",0.128594657588567
"X1201715462",0.759246924615597
"X1201715463",0.117730801268878
"X1201715464",0.12318331806775
"X1201715465",0.184145087822662
"X1201715466",0.125946931325329
"X1201715467",0.849106671033
"X1201715471",0.12188641531239
"X1201715472",0.831292529791825
"X1201715473",0.122142490237116
"X1201715474",0.12712238981434
"X1201715475",0.121312677677375
"X1201715476",0.125218438816902
"X1201715477",0.123241705555655
"X1201715478",0.116223849240839
"X1201715479",0.124457441151991
"X1201715480",0.123031729996076
"X1201715482",0.818536406512432
"X1201715484",0.124010364220976
"X1201710772",0.120939712986725
"X1201710773",0.124893688929366
"X1201710775",0.113888871886614
"X1201710777",0.123063264167328
"X1201715485",0.144441662670748
"X1201715486",0.122667684209528
"X1201715487",0.127271808785031
"X1201715488",0.128515593078118
"X1201715491",0.129221981434738
"X1201715492",0.114709666618503
"X1201715493",0.121861272527842
"X1201715494",0.125115999955323
"X1201715495",0.137293703512642
"X1201715496",0.123089415869585
"X1201715497",0.126356080747599
"X1201715498",0.12954357036975
"X1201715499",0.126059322058284
"X1201715502",0.127350968853648
"X1201715511",0.121523291708936
"X1201715512",0.843843554835045
"X1201715513",0.129591100211894
"X1201715515",0.125056804220797
"X1201715518",0.126301294082024
"X1201715519",0.137707318244334
"X1201715520",0.85808371960614
"X1201715524",0.118591204493919
"X1201715525",0.128387783265599
"X1201715526",0.126918329075334
"X1201715527",0.8150055567096
"X1201715528",0.127213965194481
"X1201715530",0.892197816297963
"X1201715531",0.138032386501745
"X1201715533",0.127098952990012
"X1201715534",0.132362860742734
"X1201715535",0.128844815293968
"X1201715536",0.826585289532568
"X1201715538",0.124244150740649
"X1201715540",0.12521088384412
"X1201715541",0.125199517464671
"X1201715543",0.13269203510656
"X1201715545",0.127833715441739
"X1201715546",0.145106656341498
"X1201715547",0.119483008046673
"X1201715548",0.139883690016135
"X1201715549",0.140339184328531
"X1201715550",0.128187738906403
"X1201715551",0.829238992421021
"X1201715552",0.15486730024411
"X1201715553",0.126981053027081
"X1201715554",0.118286154410884
"X1201715555",0.830078042155381
"X1201715557",0.113810439134385
"X1201715558",0.127955078211867
"X1201710778",0.124865890044977
"X1201710780",0.121560150593948
"X1201710785",0.835591854563638
"X1201710787",0.115317193712748
"X1201710790",0.140175490864675
"X1201715559",0.123965712807241
"X1201715562",0.118364701622819
"X1201715564",0.129600672727353
"X1201715565",0.129653599530354
"X1201715566",0.12569754672261
"X1201715567",0.130118984272216
"X1201715568",0.130308806967019
"X1201715570",0.178671974962349
"X1201715571",0.126144958336132
"X1201715572",0.126788714542028
"X1201715573",0.128624747674312
"X1201715574",0.128892673129419
"X1201715575",0.121479467832599
"X1201715577",0.827205316119772
"X1201715578",0.125587334468183
"X1201715579",0.123770358182782
"X1201715580",0.123987643133703
"X1201715581",0.122064176225337
"X1201715582",0.135120915199876
"X1201715583",0.126207235067173
"X1201715585",0.124781482026024
"X1201715586",0.126481561984666
"X1201715587",0.154354878847621
"X1201715588",0.823522791676154
"X1201715589",0.125294603272422
"X1201715590",0.124604268603285
"X1201715591",0.120609281892268
"X1201715592",0.125381263766708
"X1201715593",0.133050012218721
"X1201715594",0.124142955587745
"X1201715595",0.119840318611426
"X1201715596",0.821678424531695
"X1201715597",0.140304777342429
"X1201715598",0.11828541219777
"X1201715599",0.12796643048821
"X1201715600",0.822836507019437
"X1201715601",0.165016508449993
"X1201715603",0.133729015478498
"X1201715605",0.139665791462705
"X1201715607",0.128612568238887
"X1201715608",0.126317848413321
"X1201715610",0.127654244891727
"X1201715614",0.852945016884533
"X1201715616",0.142906401055101
"X1201715620",0.119272845120233
"X1201715621",0.122414028901925
"X1201715623",0.822332720914961
"X1201715626",0.127681254784368
"X1201715627",0.837126802084686
"X1201715628",0.860667536117487
"X1201710798",0.106370685414133
"X1201710800",0.124047654568878
"X1201710805",0.126575993318712
"X1201710806",0.826045115918853
"X1201710811",0.12464292843578
"X1201715629",0.866337721420533
"X1201715633",0.899679881738188
"X1201715638",0.127470429211779
"X1201715640",0.88100554501532
"X1201715641",0.124318090294836
"X1201715643",0.127553571313459
"X1201715646",0.795903231014178
"X1201715648",0.113649625191304
"X1201715649",0.129358334324333
"X1201715651",0.104990301598766
"X1201715653",0.124454679913199
"X1201715656",0.127861913787386
"X1201715657",0.803484552887188
"X1201715662",0.134196762892413
"X1201715663",0.19640777595612
"X1201715664",0.130559413691808
"X1201715665",0.821676404362645
"X1201715668",0.116985346204513
"X1201715669",0.160538270983125
"X1201715670",0.128044633484069
"X1201715671",0.821701621958166
"X1201715672",0.12929117775321
"X1201715673",0.118883444389332
"X1201715675",0.130705848635604
"X1201715678",0.84845860929951
"X1201715679",0.117442411389505
"X1201715681",0.130875259566799
"X1201715682",0.121292781834366
"X1201715683",0.114963898648752
"X1201715692",0.118736492043938
"X1201715694",0.804884086955737
"X1201715699",0.111640961479447
"X1201715700",0.115830086069475
"X1201715701",0.826877809174126
"X1201715702",0.127028395899832
"X1201715706",0.80068566117235
"X1201715707",0.825501806803254
"X1201715709",0.828066686197095
"X1201715710",0.842059853640404
"X1201715711",0.121174250239673
"X1201715712",0.120883055929662
"X1201715713",0.12556378655711
"X1201715715",0.793556728745606
"X1201715716",0.112994784345655
"X1201715717",0.127040576968688
"X1201715718",0.123663648201838
"X1201715719",0.131902650680006
"X1201715720",0.120916351775511
"X1201715721",0.128771648205529
"X1201715722",0.114743113596246
"X1201710819",0.144029780906097
"X1201710832",0.115280502659838
"X1201710833",0.123613544770505
"X1201710834",0.12012364211161
"X1201710835",0.11145147181531
"X1201715723",0.125086450526764
"X1201715725",0.83251984129786
"X1201715726",0.136352814419491
"X1201715727",0.116349410082576
"X1201715731",0.797630115863613
"X1201715732",0.123559038532285
"X1201715733",0.123971933690915
"X1201715735",0.123730136104697
"X1201715736",0.126556467086632
"X1201715737",0.129671389929367
"X1201715738",0.119937638522798
"X1201715739",0.121275892128596
"X1201715740",0.121825956733684
"X1201715741",0.125866716384393
"X1201715742",0.846060912136167
"X1201715743",0.856289267785533
"X1201715744",0.116642581816624
"X1201715746",0.129371328685113
"X1201715751",0.130829613273972
"X1201715752",0.123257164712737
"X1201715754",0.85495556931286
"X1201715755",0.117988764306197
"X1201715756",0.796664015779969
"X1201715757",0.1686119824914
"X1201715758",0.844107537147632
"X1201715759",0.125157497949038
"X1201715764",0.12815716876776
"X1201715771",0.189417506045229
"X1201715772",0.816270697327679
"X1201715773",0.810927445104941
"X1201715776",0.152222342387761
"X1201715778",0.85963182575673
"X1201715781",0.143346275374591
"X1201715783",0.814541259931587
"X1201715785",0.129433344398213
"X1201715786",0.753267573695948
"X1201715787",0.131396013225314
"X1201715789",0.88148612414509
"X1201715790",0.841558586820706
"X1201715793",0.188883860240919
"X1201715797",0.859272694460886
"X1201715798",0.821879656442624
"X1201715800",0.122444851164619
"X1201715801",0.841137219811026
"X1201715802",0.131093068358997
"X1201715804",0.833848515130201
"X1201715807",0.138385749169152
"X1201715808",0.783098134472931
"X1201715809",0.125024647880904
"X1201715810",0.840534928428816
"X1201710836",0.801810200180721
"X1201710838",0.154882143210202
"X1201710849",0.106743661393548
"X1201710850",0.116165605050498
"X1201710854",0.125277392353991
"X1201715811",0.113173572382244
"X1201715813",0.12551919447675
"X1201715814",0.122539056265096
"X1201715815",0.126144741811407
"X1201715816",0.114950355322531
"X1201715817",0.130068359654456
"X1201715818",0.136221351196262
"X1201715819",0.202201063263059
"X1201715820",0.115493546743734
"X1201715821",0.119356359443456
"X1201715822",0.115006020641537
"X1201715827",0.124673003851596
"X1201715829",0.126081183535476
"X1201715831",0.125788893879006
"X1201715832",0.13824587674328
"X1201715833",0.846813021218915
"X1201715835",0.125749501787164
"X1201715838",0.861463293083968
"X1201715839",0.125099161349687
"X1201715841",0.127442512688518
"X1201715842",0.146688659771806
"X1201715843",0.123852748149289
"X1201715847",0.825969259095784
"X1201715849",0.852497550052326
"X1201715850",0.124653753856255
"X1201715851",0.124621626851288
"X1201715854",0.145459297575381
"X1201715855",0.127157577476414
"X1201715858",0.859763262517324
"X1201715860",0.116401970909328
"X1201715862",0.798191369309154
"X1201715865",0.0940525454780965
"X1201715868",0.807230419538377
"X1201715872",0.834131137007735
"X1201715874",0.131847568217779
"X1201715875",0.11688626556987
"X1201715876",0.194972389895995
"X1201715877",0.128225465412239
"X1201715878",0.797201423465011
"X1201715879",0.119986238551738
"X1201715880",0.112649042456979
"X1201715881",0.127946442596485
"X1201715883",0.871380022659578
"X1201715884",0.820046738739351
"X1201715885",0.119205301025733
"X1201715886",0.828790658647975
"X1201715887",0.123714458504507
"X1201715888",0.118185091484948
"X1201715889",0.829000103449122
"X1201715890",0.824017481136445
"X1201710856",0.123839386520773
"X1201710861",0.127210789365685
"X1201710862",0.116923971270386
"X1201710863",0.12491856394535
"X1201710864",0.798596105416007
"X1201715894",0.810606882759862
"X1201715895",0.12434292199292
"X1201715896",0.815180680680872
"X1201715901",0.120696354073945
"X1201715935",0.113539133818712
"X1201715945",0.80971346686694
"X1201715946",0.131358734144587
"X1201715947",0.135257399591899
"X1201715948",0.12174012475975
"X1201715950",0.139770548733938
"X1201715952",0.799422151586267
"X1201715953",0.836659406111569
"X1201715954",0.81157977922704
"X1201715955",0.86551498070589
"X1201715956",0.835281936223422
"X1201715958",0.124976164488758
"X1201715959",0.824422523689351
"X1201715960",0.829843637844625
"X1201715961",0.125900162811028
"X1201715962",0.822768469028949
"X1201715963",0.833893354109288
"X1201715964",0.108456858578332
"X1201715965",0.798662069964173
"X1201715967",0.840713086126659
"X1201715968",0.784049974746959
"X1201715969",0.841120565892023
"X1201715970",0.124504724204746
"X1201715971",0.113387288169213
"X1201715972",0.12280574413333
"X1201715973",0.124394814545553
"X1201715977",0.12487777026718
"X1201715979",0.128732173617774
"X1201715980",0.125207435910246
"X1201715983",0.134275417200245
"X1201715984",0.868005176468659
"X1201716039",0.124779476495912
"X1201716040",0.797675977285463
"X1201716044",0.843694309072631
"X1201716047",0.8521815467122
"X1201716049",0.805162751993824
"X1201716052",0.119179789059937
"X1201716053",0.136608639416932
"X1201716055",0.123895627441947
"X1201716056",0.120640657222123
"X1201716058",0.121389740869282
"X1201716061",0.128963091113509
"X1201716062",0.122561929872083
"X1201716063",0.131415035926264
"X1201716064",0.822742295249206
"X1201710865",0.119652129447189
"X1201710876",0.864145498452496
"X1201710877",0.116872942804756
"X1201710884",0.116068548807256
"X1201710885",0.112413569466507
"X1201716068",0.135235597203886
"X1201716069",0.132976306391135
"X1201716070",0.836398897538562
"X1201716071",0.114861848430482
"X1201716073",0.855190633733998
"X1201716075",0.114119709292296
"X1201716076",0.127984201786249
"X1201716078",0.822305612837803
"X1201716079",0.811948770990552
"X1201716080",0.120704409514869
"X1201716081",0.116528023133341
"X1201716082",0.831489523349792
"X1201716084",0.827748206977643
"X1201716097",0.123333896706134
"X1201716098",0.135039413606597
"X1201716104",0.780160080010796
"X1201716108",0.12001907582491
"X1201716117",0.824232074974801
"X1201716131",0.129892603876717
"X1201716136",0.124125887351959
"X1201716139",0.778376271840419
"X1201716141",0.11872542698046
"X1201716142",0.117461430694436
"X1201716143",0.807717332707454
"X1201716144",0.11115421061269
"X1201716145",0.82293950005489
"X1201716146",0.121340898908676
"X1201716147",0.838186828830619
"X1201716148",0.124012081098571
"X1201716149",0.142841692394274
"X1201716150",0.116858270527042
"X1201716151",0.120742433790954
"X1201716152",0.131095460144183
"X1201716153",0.121440900782977
"X1201716154",0.133862206268924
"X1201716155",0.126272557044947
"X1201716158",0.826706309048671
"X1201716159",0.12553101857469
"X1201716160",0.126741172000054
"X1201710341",0.115887257812317
"X1201710348",0.836074167603743
"X1201710350",0.12756843030305
"X1201710353",0.12011018864884
"X1201716161",0.11995991665844
"X1201716162",0.204466817948969
"X1201716165",0.121767253953811
"X1201716167",0.118460026290283
"X1201716172",0.443636543178818
"X1201716177",0.123172247914258
"X1201716178",0.110967762948902
"X1201716179",0.130763474328164
"X1201716181",0.127918589676625
"X1201716182",0.129988110249789
"X1201710888",0.118026587270726
"X1201711096",0.127425831909035
"X1201711098",0.139216314004105
"X1201711100",0.122847404321933
"X1201716183",0.124704060700222
"X1201716184",0.126731621521134
"X1201716185",0.157145838944778
"X1201716187",0.842174989547649
"X1201716188",0.779093520908311
"X1201716191",0.815633800243521
"X1201716193",0.123840447181814
"X1201716240",0.123163983254922
"X1201716241",0.121961550506088
"X1201716244",0.804292586314973
"X1201716247",0.115189760126501
"X1201716249",0.126790290385408
"X1201716265",0.835936488030467
"X1201716270",0.829875476069153
"X1201716272",0.139457531798304
"X1201716273",0.127894177963463
"X1201716276",0.828260702605809
"X1201716280",0.113553181445221
"X1201716281",0.1273529837517
"X1201716285",0.862522193549992
"X1201716286",0.126762023507663
"X1201716293",0.835722028444994
"X1201716294",0.127714363068658
"X1201711101",0.129658386859498
"X1201711107",0.80127780441036
"X1201711120",0.817988909173888
"X1201711122",0.109339785432557
"X1201716297",0.79482393445362
"X1201716298",0.150977000770032
"X1201716299",0.829020006139408
"X1201716300",0.125391134013538
"X1201716332",0.123967696132961
"X1201716335",0.125312884617152
"X1201716338",0.11928550554301
"X1201716339",0.1258018335959
"X1201716348",0.124339447773002
"X1201716349",0.125499292177871
"X1201716351",0.131860360094141
"X1201711124",0.113816716313569
"X1201711128",0.114813170377287
"X1201711130",0.813875757843807
"X1201711141",0.103705199248106
"X1201711144",0.11500888893894
"X1201716366",0.126004297408779
"X1201716368",0.117664762660066
"X2201710415",0.142433369018235
"X2201710416",0.115311455389105
"X2201710417",0.12557489532439
"X2201710418",0.122191611530759
"X2201713482",0.849594790501799
"X2201713535",0.125733879633184
"X2201714151",0.117495040628647
"X2201714571",0.128079663282882
"X2201714587",0.123299825408059
"X2201714611",0.832501419487143
"X6201710279",0.123858086218732
"X6201710286",0.125105971831269
"X6201710298",0.78381701883791
"X6201710320",0.12636007130243
"X6201710343",0.815135962240517
"X6201710380",0.129908569436654
"X6201710444",0.130262411923499
"X6201710445",0.118324096264975
"X6201710446",0.138429531962124
"X6201710447",0.12449383287382
"X6201710449",0.126155884888897
"X6201710451",0.84763880283602
"X6201710452",0.119444666241333
"X6201710453",0.136858043122736
"X6201710454",0.124314219583144
"X6201710461",0.114026537638873
"X6201710488",0.834782931037258
"X6201710512",0.126947514052962
"X6201710530",0.116713628142512
"X6201710556",0.1305516217498
"X6201710560",0.138668048088079
"X6201710568",0.12642661641299
"X1201711151",0.121485532732693
"X1201711153",0.122595263677715
"X1201711155",0.120333970667685
"X1201711156",0.1289205598608
"X1201711157",0.819190681543583
"X6201710573",0.128672428072031
"X6201710580",0.126462721236741
"X6201710601",0.17349465176899
"X6201710610",0.126454369097731
"X6201710617",0.12489507091744
"X6201710619",0.118138839924008
"X6201710621",0.126454170999518
"X6201710622",0.123108456360709
"X6201710626",0.129739824727254
"X6201710627",0.128063346601575
"X6201710633",0.122501364453563
"X6201710644",0.125892181314383
"X6201710651",0.123695167784113
"X6201710656",0.119806576122627
"X6201710659",0.12343852909958
"X6201710660",0.119512205677775
"X6201710669",0.12860583574367
"X6201710675",0.123522697523712
"X6201710677",0.12549410786439
"X6201710679",0.130090249273767
"X6201710683",0.12381302176862
"X6201710687",0.129449413347869
"X6201710693",0.122297771546788
"X6201710700",0.220736342523079
"X6201710706",0.117064259029124
"X6201710722",0.123383609985116
"X6201710733",0.122756010138545
"X6201710742",0.121794539903693
"X6201710748",0.11777464051892
"X6201710752",0.863752871235836
"X6201710754",0.116594100979191
"X6201710755",0.125135170013673
"X6201710771",0.131700138230956
"X6201710779",0.886652780357435
"X6201710782",0.120309968072803
"X6201710784",0.12802187638941
"X6201710788",0.118086289744151
"X6201710797",0.126551369166861
"X6201710799",0.808736326530057
"X6201710814",0.123533765322559
"X6201710815",0.152981077266461
"X6201710818",0.124389590888203
"X6201710828",0.126937873041404
"X6201710829",0.849326251027014
"X6201710830",0.512651432439568
"X6201710839",0.121061937764453
"X6201710859",0.12161138069035
"X6201710869",0.120387292245989
"X6201710871",0.122456295390443
"X1201711161",0.119959982684791
"X1201711166",0.812805949591917
"X1201711167",0.11188856625656
"X1201711170",0.123506630404851
"X1201711171",0.811222241063696
"X6201710880",0.122036067563243
"X6201710881",0.127903490094401
"X6201711099",0.123698422400073
"X6201711105",0.137646445966277
"X6201711106",0.349164843898871
"X6201711113",0.124550161012976
"X6201711121",0.120943452102297
"X6201711123",0.117624149976508
"X6201711127",0.117550571273764
"X6201711129",0.115778802497816
"X6201711131",0.137996262033522
"X6201711132",0.13191378413218
"X6201711134",0.121221268274907
"X6201711135",0.131101803802553
"X6201711136",0.120233234301573
"X6201711143",0.123599744902466
"X6201711145",0.119047274015199
"X6201711154",0.11026810758266
"X6201711158",0.115943941504022
"X6201711159",0.122865944374366
"X6201711160",0.120817579259173
"X6201711163",0.119187849030104
"X6201711165",0.130340765684748
"X6201711168",0.125826818497453
"X6201711169",0.689428456119295
"X6201711172",0.121851381003266
"X6201711173",0.122415359686604
"X6201711176",0.126166268110033
"X6201711178",0.124798669097334
"X6201711183",0.12072697273915
"X6201711185",0.110874417989737
"X6201711187",0.133623148970941
"X6201711193",0.12341281151075
"X6201712298",0.121615238384539
"X6201712300",0.120255033187158
"X6201712302",0.128068268979562
"X6201712314",0.121488309212375
"X6201712318",0.120283207401888
"X6201712320",0.829964931092055
"X6201712324",0.12533932167152
"X6201712332",0.131484590542033
"X6201712340",0.119029221655328
"X6201712344",0.126498598139723
"X6201712346",0.122027208414232
"X6201712348",0.136320600113275
"X6201712354",0.13493233789281
"X6201712356",0.126212261665009
"X6201712364",0.123526477372051
"X1201711174",0.128940475522361
"X1201711184",0.12321213626306
"X1201711190",0.120087829876766
"X1201711192",0.117343741801758
"X1201711194",0.111774658826355
"X6201712368",0.1257610295464
"X6201712370",0.124907002454743
"X6201712392",0.122823306074981
"X6201712406",0.117796221960059
"X6201712408",0.135586740084673
"X6201712414",0.123295522879422
"X6201712418",0.121304348236673
"X6201712424",0.121011066479004
"X6201712456",0.787078453373432
"X6201712462",0.126121860126342
"X6201712484",0.12292608567826
"X6201712486",0.135580254226215
"X6201712492",0.842759578221823
"X6201712512",0.124053330855971
"X6201712515",0.122558985214922
"X6201712524",0.122669827153434
"X6201712534",0.134263552823762
"X6201712547",0.130926384096427
"X6201712550",0.124891506729521
"X6201712556",0.119420159202843
"X6201712558",0.122073100665412
"X6201712560",0.123009646363901
"X6201712566",0.120965478946263
"X6201712606",0.118984851436708
"X6201712608",0.111330540875485
"X6201712610",0.12087857573286
"X6201712622",0.126113262206735
"X6201712626",0.137931689227438
"X6201712642",0.14687796125984
"X6201712658",0.1235789949687
"X6201712666",0.119217514994806
"X6201712668",0.106079004313951
"X6201712670",0.1284351710631
"X6201712684",0.128889806435714
"X6201712686",0.840850571313345
"X6201712746",0.118425310536102
"X6201713263",0.127812259115873
"X6201713315",0.130055309461559
"X6201713317",0.114075269930779
"X6201713337",0.12117754410706
"X6201713338",0.848338533405834
"X6201713396",0.11634051666677
"X6201713397",0.12392251377349
"X6201713398",0.446468081524687
"X6201713401",0.118607644337182
"X6201713403",0.123153036548806
"X1201711195",0.827883222220016
"X1201711916",0.134692603291382
"X1201712299",0.119353938488196
"X1201712301",0.115836816284785
"X1201712303",0.118959346071067
"X6201713405",0.847874024379216
"X6201713406",0.117149313444492
"X6201713408",0.160682429182122
"X6201713410",0.121364885063173
"X6201713413",0.118349836312724
"X6201713414",0.115983841768823
"X6201713415",0.115521841508755
"X6201713417",0.116320139196243
"X6201713419",0.137116975763281
"X6201713420",0.868377365805075
"X6201713421",0.115544794934028
"X6201713423",0.119372062468536
"X6201713424",0.114479218782696
"X6201713425",0.120687978274368
"X6201713427",0.128843702788359
"X6201713429",0.124964989035538
"X6201713430",0.127232071231642
"X6201713431",0.129830769571917
"X6201713433",0.122106266714027
"X6201713435",0.149983560219056
"X6201713436",0.126324646211684
"X6201713437",0.116007677811402
"X6201713438",0.138195009350836
"X6201713440",0.118906459195893
"X6201713441",0.119435473146449
"X6201713444",0.118660058785189
"X6201713445",0.122867641655735
"X6201713447",0.849161558264292
"X6201713448",0.110054436481267
"X6201713449",0.13023515149066
"X6201713450",0.76392972488771
"X6201713451",0.126301298318339
"X6201713453",0.134540885179753
"X6201713454",0.145258091667731
"X6201713455",0.119176015515977
"X6201713458",0.116262604303632
"X6201713459",0.128614311598105
"X6201713460",0.115929658996261
"X1201712308",0.0992819539302593
"X1201712309",0.12002053597815
"X1201712310",0.135875616655603
"X1201712311",0.672784683113325
"X1201712312",0.121331667901349
"X6201713462",0.121749612655849
"X6201713463",0.120612137526076
"X6201713464",0.122008902620187
"X6201713467",0.121926711352909
"X6201713470",0.119351045084153
"X6201713471",0.120327143421644
"X6201713472",0.116961653671955
"X6201713473",0.780634975091496
"X6201713474",0.141469074135019
"X6201713475",0.123357140838337
"X6201713478",0.122784941287457
"X6201713479",0.149454003185237
"X6201713480",0.130699759406662
"X6201713490",0.79458548954065
"X6201713494",0.106724744629623
"X6201713497",0.116308206155032
"X6201713498",0.785050579876226
"X6201713500",0.129033917232495
"X6201713523",0.116932759652467
"X6201713525",0.118448686044975
"X6201713526",0.801859976396525
"X6201713529",0.126414118303874
"X6201713530",0.123497565700079
"X6201713531",0.147527231960597
"X6201713532",0.116677327863437
"X6201713533",0.127886310505689
"X6201714767",0.120163173283937
"X6201716163",0.837085339259363
"X6201716245",0.789023098636333
"X6201716248",0.12365473719512
"X6201716251",0.866734962475311
"X1201712313",0.115668522912316
"X1201712315",0.117451988818703
"X1201712316",0.118933018205726
"X1201712317",0.115606397845238
"X1201712319",0.106811815347595
"X6201716252",0.83748582545194
"X6201716254",0.125641320173543
"X6201716256",0.821858482202358
"X6201716258",0.120025751725399
"X6201716259",0.125889402641575
"X6201716262",0.126740707234174
"X6201716263",0.828820333346894
"X6201716264",0.120886069510327
"X6201716266",0.128856162153879
"X6201716268",0.123466793473235
"X6201716271",0.130725456546606
"X6201716275",0.132644041917112
"X6201716278",0.120201181362296
"X6201716279",0.125865569478424
"X6201716287",0.126500328506546
"X6201716290",0.129598436979363
"X6201716292",0.836579201871243
"X6201716295",0.118751928738255
"X6201716296",0.12309311387505
"X6201716301",0.128697926947241
"X6201716309",0.121585005796406
"X6201716310",0.121491391192488
"X6201716314",0.118823202551413
"X6201716317",0.12799565862255
"X6201716318",0.131747651383467
"X6201716320",0.855328523046711
"X6201716321",0.864306073813815
"X6201716322",0.1150559737966
"X6201716323",0.108264706183371
"X6201716327",0.125691020995722
"X6201716328",0.844266569898797
"X6201716330",0.121447512016636
"X6201716333",0.870564311459201
"X1201712321",0.847125520389966
"X1201712325",0.121913869778402
"X1201712326",0.122482151985026
"X1201712327",0.120758987521276
"X1201712328",0.175130222255347
"X6201716334",0.131045624272684
"X6201716336",0.797844268527884
"X6201716337",0.14808021373389
"X6201716341",0.123812810055757
"X6201716343",0.12405303498383
"X6201716344",0.804505588365058
"X6201716347",0.124530364227293
"X6201716350",0.123606247900717
"X6201716353",0.130225108613352
"X6201716355",0.125028002051124
"X6201716356",0.126063342248144
"X6201716357",0.123727868359409
"X6201716358",0.126545473863153
"X6201716359",0.80512773434743
"X6201716360",0.826100803499566
"X6201716365",0.136780451902037
"X7201713422",0.128686954682444
